"Título de trazado: Estacion1"
"N.º","Fecha Tiempo, GMT-05:00","Lluvia, in (LGR S/N: 21471862, SEN S/N: 21560958)"
32422,23/06/28 21:55:42,0.000
32423,23/06/28 22:00:42,0.000
32424,23/06/28 22:05:42,0.000
32425,23/06/28 22:10:42,0.000
32426,23/06/28 22:15:42,0.000
32427,23/06/28 22:20:42,0.000
32428,23/06/28 22:25:42,0.000
32429,23/06/28 22:30:42,0.000
32430,23/06/28 22:35:42,0.000
32431,23/06/28 22:40:42,0.000
32432,23/06/28 22:45:42,0.000
32433,23/06/28 22:50:42,0.000
32434,23/06/28 22:55:42,0.000
32435,23/06/28 23:00:42,0.000
32436,23/06/28 23:05:42,0.000
32437,23/06/28 23:10:42,0.000
32438,23/06/28 23:15:42,0.000
32439,23/06/28 23:20:42,0.000
32440,23/06/28 23:25:42,0.000
32441,23/06/28 23:30:42,0.000
32442,23/06/28 23:35:42,0.000
32443,23/06/28 23:40:42,0.000
32444,23/06/28 23:45:42,0.000
32445,23/06/28 23:50:42,0.000
32446,23/06/28 23:55:42,0.000
32447,23/06/29 00:00:42,0.000
32448,23/06/29 00:05:42,0.000
32449,23/06/29 00:10:42,0.000
32450,23/06/29 00:15:42,0.000
32451,23/06/29 00:20:42,0.000
32452,23/06/29 00:25:42,0.000
32453,23/06/29 00:30:42,0.000
32454,23/06/29 00:35:42,0.000
32455,23/06/29 00:40:42,0.000
32456,23/06/29 00:45:42,0.000
32457,23/06/29 00:50:42,0.000
32458,23/06/29 00:55:42,0.000
32459,23/06/29 01:00:42,0.000
32460,23/06/29 01:05:42,0.000
32461,23/06/29 01:10:42,0.000
32462,23/06/29 01:15:42,0.000
32463,23/06/29 01:20:42,0.000
32464,23/06/29 01:25:42,0.000
32465,23/06/29 01:30:42,0.000
32466,23/06/29 01:35:42,0.000
32467,23/06/29 01:40:42,0.000
32468,23/06/29 01:45:42,0.000
32469,23/06/29 01:50:42,0.000
32470,23/06/29 01:55:42,0.000
32471,23/06/29 02:00:42,0.000
32472,23/06/29 02:05:42,0.000
32473,23/06/29 02:10:42,0.000
32474,23/06/29 02:15:42,0.000
32475,23/06/29 02:20:42,0.000
32476,23/06/29 02:25:42,0.000
32477,23/06/29 02:30:42,0.000
32478,23/06/29 02:35:42,0.000
32479,23/06/29 02:40:42,0.000
32480,23/06/29 02:45:42,0.000
32481,23/06/29 02:50:42,0.000
32482,23/06/29 02:55:42,0.000
32483,23/06/29 03:00:42,0.000
32484,23/06/29 03:05:42,0.000
32485,23/06/29 03:10:42,0.000
32486,23/06/29 03:15:42,0.000
32487,23/06/29 03:20:42,0.000
32488,23/06/29 03:25:42,0.000
32489,23/06/29 03:30:42,0.000
32490,23/06/29 03:35:42,0.000
32491,23/06/29 03:40:42,0.000
32492,23/06/29 03:45:42,0.000
32493,23/06/29 03:50:42,0.000
32494,23/06/29 03:55:42,0.000
32495,23/06/29 04:00:42,0.000
32496,23/06/29 04:05:42,0.000
32497,23/06/29 04:10:42,0.000
32498,23/06/29 04:15:42,0.000
32499,23/06/29 04:20:42,0.000
32500,23/06/29 04:25:42,0.000
32501,23/06/29 04:30:42,0.000
32502,23/06/29 04:35:42,0.000
32503,23/06/29 04:40:42,0.000
32504,23/06/29 04:45:42,0.000
32505,23/06/29 04:50:42,0.000
32506,23/06/29 04:55:42,0.000
32507,23/06/29 05:00:42,0.000
32508,23/06/29 05:05:42,0.000
32509,23/06/29 05:10:42,0.000
32510,23/06/29 05:15:42,0.000
32511,23/06/29 05:20:42,0.000
32512,23/06/29 05:25:42,0.000
32513,23/06/29 05:30:42,0.000
32514,23/06/29 05:35:42,0.000
32515,23/06/29 05:40:42,0.000
32516,23/06/29 05:45:42,0.000
32517,23/06/29 05:50:42,0.000
32518,23/06/29 05:55:42,0.000
32519,23/06/29 06:00:42,0.000
32520,23/06/29 06:05:42,0.000
32521,23/06/29 06:10:42,0.000
32522,23/06/29 06:15:42,0.000
32523,23/06/29 06:20:42,0.000
32524,23/06/29 06:25:42,0.000
32525,23/06/29 06:30:42,0.000
32526,23/06/29 06:35:42,0.000
32527,23/06/29 06:40:42,0.000
32528,23/06/29 06:45:42,0.000
32529,23/06/29 06:50:42,0.000
32530,23/06/29 06:55:42,0.000
32531,23/06/29 07:00:42,0.000
32532,23/06/29 07:05:42,0.000
32533,23/06/29 07:10:42,0.000
32534,23/06/29 07:15:42,0.000
32535,23/06/29 07:20:42,0.000
32536,23/06/29 07:25:42,0.000
32537,23/06/29 07:30:42,0.000
32538,23/06/29 07:35:42,0.000
32539,23/06/29 07:40:42,0.000
32540,23/06/29 07:45:42,0.000
32541,23/06/29 07:50:42,0.000
32542,23/06/29 07:55:42,0.000
32543,23/06/29 08:00:42,0.000
32544,23/06/29 08:05:42,0.000
32545,23/06/29 08:10:42,0.000
32546,23/06/29 08:15:42,0.000
32547,23/06/29 08:20:42,0.000
32548,23/06/29 08:25:42,0.000
32549,23/06/29 08:30:42,0.000
32550,23/06/29 08:35:42,0.000
32551,23/06/29 08:40:42,0.000
32552,23/06/29 08:45:42,0.000
32553,23/06/29 08:50:42,0.000
32554,23/06/29 08:55:42,0.000
32555,23/06/29 09:00:42,0.000
32556,23/06/29 09:05:42,0.000
32557,23/06/29 09:10:42,0.000
32558,23/06/29 09:15:42,0.000
32559,23/06/29 09:20:42,0.000
32560,23/06/29 09:25:42,0.000
32561,23/06/29 09:30:42,0.000
32562,23/06/29 09:35:42,0.000
32563,23/06/29 09:40:42,0.000
32564,23/06/29 09:45:42,0.000
32565,23/06/29 09:50:42,0.000
32566,23/06/29 09:55:42,0.000
32567,23/06/29 10:00:42,0.000
32568,23/06/29 10:05:42,0.000
32569,23/06/29 10:10:42,0.000
32570,23/06/29 10:15:42,0.000
32571,23/06/29 10:20:42,0.000
32572,23/06/29 10:25:42,0.000
32573,23/06/29 10:30:42,0.000
32574,23/06/29 10:35:42,0.000
32575,23/06/29 10:40:42,0.000
32576,23/06/29 10:45:42,0.000
32577,23/06/29 10:50:42,0.000
32578,23/06/29 10:55:42,0.000
32579,23/06/29 11:00:42,0.000
32580,23/06/29 11:05:42,0.000
32581,23/06/29 11:10:42,0.000
32582,23/06/29 11:15:42,0.000
32583,23/06/29 11:20:42,0.000
32584,23/06/29 11:25:42,0.000
32585,23/06/29 11:30:42,0.000
32586,23/06/29 11:35:42,0.000
32587,23/06/29 11:40:42,0.000
32588,23/06/29 11:45:42,0.000
32589,23/06/29 11:50:42,0.000
32590,23/06/29 11:55:42,0.000
32591,23/06/29 12:00:42,0.000
32592,23/06/29 12:05:42,0.000
32593,23/06/29 12:10:42,0.000
32594,23/06/29 12:15:42,0.000
32595,23/06/29 12:20:42,0.000
32596,23/06/29 12:25:42,0.000
32597,23/06/29 12:30:42,0.000
32598,23/06/29 12:35:42,0.000
32599,23/06/29 12:40:42,0.000
32600,23/06/29 12:45:42,0.000
32601,23/06/29 12:50:42,0.000
32602,23/06/29 12:55:42,0.000
32603,23/06/29 13:00:42,0.000
32604,23/06/29 13:05:42,0.000
32605,23/06/29 13:10:42,0.000
32606,23/06/29 13:15:42,0.000
32607,23/06/29 13:20:42,0.000
32608,23/06/29 13:25:42,0.000
32609,23/06/29 13:30:42,0.000
32610,23/06/29 13:35:42,0.000
32611,23/06/29 13:40:42,0.000
32612,23/06/29 13:45:42,0.000
32613,23/06/29 13:50:42,0.000
32614,23/06/29 13:55:42,0.000
32615,23/06/29 14:00:42,0.000
32616,23/06/29 14:05:42,0.000
32617,23/06/29 14:10:42,0.000
32618,23/06/29 14:15:42,0.000
32619,23/06/29 14:20:42,0.000
32620,23/06/29 14:25:42,0.000
32621,23/06/29 14:30:42,0.000
32622,23/06/29 14:35:42,0.000
32623,23/06/29 14:40:42,0.000
32624,23/06/29 14:45:42,0.000
32625,23/06/29 14:50:42,0.000
32626,23/06/29 14:55:42,0.000
32627,23/06/29 15:00:42,0.000
32628,23/06/29 15:05:42,0.000
32629,23/06/29 15:10:42,0.000
32630,23/06/29 15:15:42,0.000
32631,23/06/29 15:20:42,0.000
32632,23/06/29 15:25:42,0.000
32633,23/06/29 15:30:42,0.000
32634,23/06/29 15:35:42,0.000
32635,23/06/29 15:40:42,0.000
32636,23/06/29 15:45:42,0.000
32637,23/06/29 15:50:42,0.000
32638,23/06/29 15:55:42,0.000
32639,23/06/29 16:00:42,0.000
32640,23/06/29 16:05:42,0.000
32641,23/06/29 16:10:42,0.000
32642,23/06/29 16:15:42,0.000
32643,23/06/29 16:20:42,0.000
32644,23/06/29 16:25:42,0.000
32645,23/06/29 16:30:42,0.000
32646,23/06/29 16:35:42,0.000
32647,23/06/29 16:40:42,0.000
32648,23/06/29 16:45:42,0.000
32649,23/06/29 16:50:42,0.000
32650,23/06/29 16:55:42,0.000
32651,23/06/29 17:00:42,0.000
32652,23/06/29 17:05:42,0.000
32653,23/06/29 17:10:42,0.000
32654,23/06/29 17:15:42,0.000
32655,23/06/29 17:20:42,0.000
32656,23/06/29 17:25:42,0.000
32657,23/06/29 17:30:42,0.000
32658,23/06/29 17:35:42,0.000
32659,23/06/29 17:40:42,0.000
32660,23/06/29 17:45:42,0.000
32661,23/06/29 17:50:42,0.000
32662,23/06/29 17:55:42,0.000
32663,23/06/29 18:00:42,0.000
32664,23/06/29 18:05:42,0.000
32665,23/06/29 18:10:42,0.000
32666,23/06/29 18:15:42,0.000
32667,23/06/29 18:20:42,0.000
32668,23/06/29 18:25:42,0.000
32669,23/06/29 18:30:42,0.000
32670,23/06/29 18:35:42,0.000
32671,23/06/29 18:40:42,0.000
32672,23/06/29 18:45:42,0.000
32673,23/06/29 18:50:42,0.000
32674,23/06/29 18:55:42,0.000
32675,23/06/29 19:00:42,0.000
32676,23/06/29 19:05:42,0.000
32677,23/06/29 19:10:42,0.000
32678,23/06/29 19:15:42,0.000
32679,23/06/29 19:20:42,0.000
32680,23/06/29 19:25:42,0.000
32681,23/06/29 19:30:42,0.000
32682,23/06/29 19:35:42,0.000
32683,23/06/29 19:40:42,0.000
32684,23/06/29 19:45:42,0.000
32685,23/06/29 19:50:42,0.000
32686,23/06/29 19:55:42,0.000
32687,23/06/29 20:00:42,0.000
32688,23/06/29 20:05:42,0.000
32689,23/06/29 20:10:42,0.000
32690,23/06/29 20:15:42,0.000
32691,23/06/29 20:20:42,0.000
32692,23/06/29 20:25:42,0.000
32693,23/06/29 20:30:42,0.000
32694,23/06/29 20:35:42,0.000
32695,23/06/29 20:40:42,0.000
32696,23/06/29 20:45:42,0.000
32697,23/06/29 20:50:42,0.000
32698,23/06/29 20:55:42,0.000
32699,23/06/29 21:00:42,0.000
32700,23/06/29 21:05:42,0.000
32701,23/06/29 21:10:42,0.000
32702,23/06/29 21:15:42,0.000
32703,23/06/29 21:20:42,0.000
32704,23/06/29 21:25:42,0.000
32705,23/06/29 21:30:42,0.000
32706,23/06/29 21:35:42,0.000
32707,23/06/29 21:40:42,0.000
32708,23/06/29 21:45:42,0.000
32709,23/06/29 21:50:42,0.000
32710,23/06/29 21:55:42,0.000
32711,23/06/29 22:00:42,0.000
32712,23/06/29 22:05:42,0.000
32713,23/06/29 22:10:42,0.000
32714,23/06/29 22:15:42,0.000
32715,23/06/29 22:20:42,0.000
32716,23/06/29 22:25:42,0.000
32717,23/06/29 22:30:42,0.000
32718,23/06/29 22:35:42,0.000
32719,23/06/29 22:40:42,0.000
32720,23/06/29 22:45:42,0.000
32721,23/06/29 22:50:42,0.000
32722,23/06/29 22:55:42,0.000
32723,23/06/29 23:00:42,0.000
32724,23/06/29 23:05:42,0.000
32725,23/06/29 23:10:42,0.000
32726,23/06/29 23:15:42,0.000
32727,23/06/29 23:20:42,0.000
32728,23/06/29 23:25:42,0.000
32729,23/06/29 23:30:42,0.000
32730,23/06/29 23:35:42,0.000
32731,23/06/29 23:40:42,0.000
32732,23/06/29 23:45:42,0.000
32733,23/06/29 23:50:42,0.000
32734,23/06/29 23:55:42,0.000
32735,23/06/30 00:00:42,0.000
32736,23/06/30 00:05:42,0.000
32737,23/06/30 00:10:42,0.000
32738,23/06/30 00:15:42,0.000
32739,23/06/30 00:20:42,0.000
32740,23/06/30 00:25:42,0.000
32741,23/06/30 00:30:42,0.000
32742,23/06/30 00:35:42,0.000
32743,23/06/30 00:40:42,0.000
32744,23/06/30 00:45:42,0.000
32745,23/06/30 00:50:42,0.000
32746,23/06/30 00:55:42,0.000
32747,23/06/30 01:00:42,0.000
32748,23/06/30 01:05:42,0.000
32749,23/06/30 01:10:42,0.000
32750,23/06/30 01:15:42,0.000
32751,23/06/30 01:20:42,0.000
32752,23/06/30 01:25:42,0.000
32753,23/06/30 01:30:42,0.000
32754,23/06/30 01:35:42,0.000
32755,23/06/30 01:40:42,0.000
32756,23/06/30 01:45:42,0.000
32757,23/06/30 01:50:42,0.000
32758,23/06/30 01:55:42,0.000
32759,23/06/30 02:00:42,0.000
32760,23/06/30 02:05:42,0.000
32761,23/06/30 02:10:42,0.000
32762,23/06/30 02:15:42,0.000
32763,23/06/30 02:20:42,0.000
32764,23/06/30 02:25:42,0.000
32765,23/06/30 02:30:42,0.000
32766,23/06/30 02:35:42,0.000
32767,23/06/30 02:40:42,0.000
32768,23/06/30 02:45:42,0.000
32769,23/06/30 02:50:42,0.000
32770,23/06/30 02:55:42,0.000
32771,23/06/30 03:00:42,0.000
32772,23/06/30 03:05:42,0.000
32773,23/06/30 03:10:42,0.000
32774,23/06/30 03:15:42,0.000
32775,23/06/30 03:20:42,0.000
32776,23/06/30 03:25:42,0.000
32777,23/06/30 03:30:42,0.000
32778,23/06/30 03:35:42,0.000
32779,23/06/30 03:40:42,0.000
32780,23/06/30 03:45:42,0.000
32781,23/06/30 03:50:42,0.000
32782,23/06/30 03:55:42,0.000
32783,23/06/30 04:00:42,0.000
32784,23/06/30 04:05:42,0.000
32785,23/06/30 04:10:42,0.000
32786,23/06/30 04:15:42,0.000
32787,23/06/30 04:20:42,0.000
32788,23/06/30 04:25:42,0.000
32789,23/06/30 04:30:42,0.000
32790,23/06/30 04:35:42,0.000
32791,23/06/30 04:40:42,0.000
32792,23/06/30 04:45:42,0.000
32793,23/06/30 04:50:42,0.000
32794,23/06/30 04:55:42,0.000
32795,23/06/30 05:00:42,0.000
32796,23/06/30 05:05:42,0.000
32797,23/06/30 05:10:42,0.000
32798,23/06/30 05:15:42,0.000
32799,23/06/30 05:20:42,0.000
32800,23/06/30 05:25:42,0.000
32801,23/06/30 05:30:42,0.000
32802,23/06/30 05:35:42,0.000
32803,23/06/30 05:40:42,0.000
32804,23/06/30 05:45:42,0.000
32805,23/06/30 05:50:42,0.000
32806,23/06/30 05:55:42,0.000
32807,23/06/30 06:00:42,0.000
32808,23/06/30 06:05:42,0.000
32809,23/06/30 06:10:42,0.000
32810,23/06/30 06:15:42,0.000
32811,23/06/30 06:20:42,0.000
32812,23/06/30 06:25:42,0.000
32813,23/06/30 06:30:42,0.000
32814,23/06/30 06:35:42,0.000
32815,23/06/30 06:40:42,0.000
32816,23/06/30 06:45:42,0.000
32817,23/06/30 06:50:42,0.000
32818,23/06/30 06:55:42,0.000
32819,23/06/30 07:00:42,0.000
32820,23/06/30 07:05:42,0.000
32821,23/06/30 07:10:42,0.000
32822,23/06/30 07:15:42,0.000
32823,23/06/30 07:20:42,0.000
32824,23/06/30 07:25:42,0.000
32825,23/06/30 07:30:42,0.000
32826,23/06/30 07:35:42,0.000
32827,23/06/30 07:40:42,0.000
32828,23/06/30 07:45:42,0.000
32829,23/06/30 07:50:42,0.000
32830,23/06/30 07:55:42,0.000
32831,23/06/30 08:00:42,0.000
32832,23/06/30 08:05:42,0.000
32833,23/06/30 08:10:42,0.000
32834,23/06/30 08:15:42,0.000
32835,23/06/30 08:20:42,0.000
32836,23/06/30 08:25:42,0.000
32837,23/06/30 08:30:42,0.000
32838,23/06/30 08:35:42,0.000
32839,23/06/30 08:40:42,0.000
32840,23/06/30 08:45:42,0.000
32841,23/06/30 08:50:42,0.000
32842,23/06/30 08:55:42,0.000
32843,23/06/30 09:00:42,0.000
32844,23/06/30 09:05:42,0.000
32845,23/06/30 09:10:42,0.000
32846,23/06/30 09:15:42,0.000
32847,23/06/30 09:20:42,0.000
32848,23/06/30 09:25:42,0.000
32849,23/06/30 09:30:42,0.000
32850,23/06/30 09:35:42,0.000
32851,23/06/30 09:40:42,0.000
32852,23/06/30 09:45:42,0.000
32853,23/06/30 09:50:42,0.000
32854,23/06/30 09:55:42,0.000
32855,23/06/30 10:00:42,0.000
32856,23/06/30 10:05:42,0.000
32857,23/06/30 10:10:42,0.000
32858,23/06/30 10:15:42,0.000
32859,23/06/30 10:20:42,0.000
32860,23/06/30 10:25:42,0.000
32861,23/06/30 10:30:42,0.000
32862,23/06/30 10:35:42,0.000
32863,23/06/30 10:40:42,0.000
32864,23/06/30 10:45:42,0.000
32865,23/06/30 10:50:42,0.000
32866,23/06/30 10:55:42,0.000
32867,23/06/30 11:00:42,0.000
32868,23/06/30 11:05:42,0.000
32869,23/06/30 11:10:42,0.000
32870,23/06/30 11:15:42,0.000
32871,23/06/30 11:20:42,0.000
32872,23/06/30 11:25:42,0.000
32873,23/06/30 11:30:42,0.000
32874,23/06/30 11:35:42,0.000
32875,23/06/30 11:40:42,0.000
32876,23/06/30 11:45:42,0.000
32877,23/06/30 11:50:42,0.000
32878,23/06/30 11:55:42,0.000
32879,23/06/30 12:00:42,0.000
32880,23/06/30 12:05:42,0.000
32881,23/06/30 12:10:42,0.000
32882,23/06/30 12:15:42,0.000
32883,23/06/30 12:20:42,0.000
32884,23/06/30 12:25:42,0.000
32885,23/06/30 12:30:42,0.000
32886,23/06/30 12:35:42,0.000
32887,23/06/30 12:40:42,0.000
32888,23/06/30 12:45:42,0.000
32889,23/06/30 12:50:42,0.000
32890,23/06/30 12:55:42,0.000
32891,23/06/30 13:00:42,0.000
32892,23/06/30 13:05:42,0.000
32893,23/06/30 13:10:42,0.000
32894,23/06/30 13:15:42,0.000
32895,23/06/30 13:20:42,0.000
32896,23/06/30 13:25:42,0.000
32897,23/06/30 13:30:42,0.000
32898,23/06/30 13:35:42,0.000
32899,23/06/30 13:40:42,0.000
32900,23/06/30 13:45:42,0.000
32901,23/06/30 13:50:42,0.000
32902,23/06/30 13:55:42,0.000
32903,23/06/30 14:00:42,0.000
32904,23/06/30 14:05:42,0.000
32905,23/06/30 14:10:42,0.000
32906,23/06/30 14:15:42,0.000
32907,23/06/30 14:20:42,0.000
32908,23/06/30 14:25:42,0.000
32909,23/06/30 14:30:42,0.000
32910,23/06/30 14:35:42,0.000
32911,23/06/30 14:40:42,0.000
32912,23/06/30 14:45:42,0.000
32913,23/06/30 14:50:42,0.000
32914,23/06/30 14:55:42,0.000
32915,23/06/30 15:00:42,0.000
32916,23/06/30 15:05:42,0.000
32917,23/06/30 15:10:42,0.000
32918,23/06/30 15:15:42,0.000
32919,23/06/30 15:20:42,0.000
32920,23/06/30 15:25:42,0.000
32921,23/06/30 15:30:42,0.000
32922,23/06/30 15:35:42,0.000
32923,23/06/30 15:40:42,0.000
32924,23/06/30 15:45:42,0.000
32925,23/06/30 15:50:42,0.000
32926,23/06/30 15:55:42,0.000
32927,23/06/30 16:00:42,0.000
32928,23/06/30 16:05:42,0.000
32929,23/06/30 16:10:42,0.000
32930,23/06/30 16:15:42,0.000
32931,23/06/30 16:20:42,0.000
32932,23/06/30 16:25:42,0.000
32933,23/06/30 16:30:42,0.000
32934,23/06/30 16:35:42,0.000
32935,23/06/30 16:40:42,0.000
32936,23/06/30 16:45:42,0.000
32937,23/06/30 16:50:42,0.000
32938,23/06/30 16:55:42,0.000
32939,23/06/30 17:00:42,0.000
32940,23/06/30 17:05:42,0.000
32941,23/06/30 17:10:42,0.000
32942,23/06/30 17:15:42,0.000
32943,23/06/30 17:20:42,0.000
32944,23/06/30 17:25:42,0.000
32945,23/06/30 17:30:42,0.000
32946,23/06/30 17:35:42,0.000
32947,23/06/30 17:40:42,0.000
32948,23/06/30 17:45:42,0.000
32949,23/06/30 17:50:42,0.000
32950,23/06/30 17:55:42,0.000
32951,23/06/30 18:00:42,0.000
32952,23/06/30 18:05:42,0.000
32953,23/06/30 18:10:42,0.000
32954,23/06/30 18:15:42,0.000
32955,23/06/30 18:20:42,0.000
32956,23/06/30 18:25:42,0.000
32957,23/06/30 18:30:42,0.000
32958,23/06/30 18:35:42,0.000
32959,23/06/30 18:40:42,0.000
32960,23/06/30 18:45:42,0.000
32961,23/06/30 18:50:42,0.000
32962,23/06/30 18:55:42,0.000
32963,23/06/30 19:00:42,0.000
32964,23/06/30 19:05:42,0.000
32965,23/06/30 19:10:42,0.000
32966,23/06/30 19:15:42,0.000
32967,23/06/30 19:20:42,0.000
32968,23/06/30 19:25:42,0.000
32969,23/06/30 19:30:42,0.000
32970,23/06/30 19:35:42,0.000
32971,23/06/30 19:40:42,0.000
32972,23/06/30 19:45:42,0.000
32973,23/06/30 19:50:42,0.000
32974,23/06/30 19:55:42,0.000
32975,23/06/30 20:00:42,0.000
32976,23/06/30 20:05:42,0.000
32977,23/06/30 20:10:42,0.000
32978,23/06/30 20:15:42,0.000
32979,23/06/30 20:20:42,0.000
32980,23/06/30 20:25:42,0.000
32981,23/06/30 20:30:42,0.000
32982,23/06/30 20:35:42,0.000
32983,23/06/30 20:40:42,0.000
32984,23/06/30 20:45:42,0.000
32985,23/06/30 20:50:42,0.000
32986,23/06/30 20:55:42,0.000
32987,23/06/30 21:00:42,0.000
32988,23/06/30 21:05:42,0.000
32989,23/06/30 21:10:42,0.000
32990,23/06/30 21:15:42,0.000
32991,23/06/30 21:20:42,0.000
32992,23/06/30 21:25:42,0.000
32993,23/06/30 21:30:42,0.000
32994,23/06/30 21:35:42,0.000
32995,23/06/30 21:40:42,0.000
32996,23/06/30 21:45:42,0.000
32997,23/06/30 21:50:42,0.000
32998,23/06/30 21:55:42,0.000
32999,23/06/30 22:00:42,0.000
33000,23/06/30 22:05:42,0.000
33001,23/06/30 22:10:42,0.000
33002,23/06/30 22:15:42,0.000
33003,23/06/30 22:20:42,0.000
33004,23/06/30 22:25:42,0.000
33005,23/06/30 22:30:42,0.000
33006,23/06/30 22:35:42,0.000
33007,23/06/30 22:40:42,0.000
33008,23/06/30 22:45:42,0.000
33009,23/06/30 22:50:42,0.000
33010,23/06/30 22:55:42,0.000
33011,23/06/30 23:00:42,0.000
33012,23/06/30 23:05:42,0.000
33013,23/06/30 23:10:42,0.000
33014,23/06/30 23:15:42,0.000
33015,23/06/30 23:20:42,0.000
33016,23/06/30 23:25:42,0.000
33017,23/06/30 23:30:42,0.000
33018,23/06/30 23:35:42,0.000
33019,23/06/30 23:40:42,0.000
33020,23/06/30 23:45:42,0.000
33021,23/06/30 23:50:42,0.000
33022,23/06/30 23:55:42,0.000
33023,23/07/01 00:00:42,0.000
33024,23/07/01 00:05:42,0.000
33025,23/07/01 00:10:42,0.000
33026,23/07/01 00:15:42,0.000
33027,23/07/01 00:20:42,0.000
33028,23/07/01 00:25:42,0.000
33029,23/07/01 00:30:42,0.000
33030,23/07/01 00:35:42,0.000
33031,23/07/01 00:40:42,0.000
33032,23/07/01 00:45:42,0.000
33033,23/07/01 00:50:42,0.000
33034,23/07/01 00:55:42,0.000
33035,23/07/01 01:00:42,0.000
33036,23/07/01 01:05:42,0.000
33037,23/07/01 01:10:42,0.000
33038,23/07/01 01:15:42,0.000
33039,23/07/01 01:20:42,0.000
33040,23/07/01 01:25:42,0.000
33041,23/07/01 01:30:42,0.000
33042,23/07/01 01:35:42,0.000
33043,23/07/01 01:40:42,0.000
33044,23/07/01 01:45:42,0.000
33045,23/07/01 01:50:42,0.000
33046,23/07/01 01:55:42,0.000
33047,23/07/01 02:00:42,0.000
33048,23/07/01 02:05:42,0.000
33049,23/07/01 02:10:42,0.000
33050,23/07/01 02:15:42,0.000
33051,23/07/01 02:20:42,0.000
33052,23/07/01 02:25:42,0.000
33053,23/07/01 02:30:42,0.000
33054,23/07/01 02:35:42,0.000
33055,23/07/01 02:40:42,0.000
33056,23/07/01 02:45:42,0.000
33057,23/07/01 02:50:42,0.000
33058,23/07/01 02:55:42,0.000
33059,23/07/01 03:00:42,0.000
33060,23/07/01 03:05:42,0.000
33061,23/07/01 03:10:42,0.000
33062,23/07/01 03:15:42,0.000
33063,23/07/01 03:20:42,0.000
33064,23/07/01 03:25:42,0.000
33065,23/07/01 03:30:42,0.000
33066,23/07/01 03:35:42,0.000
33067,23/07/01 03:40:42,0.000
33068,23/07/01 03:45:42,0.000
33069,23/07/01 03:50:42,0.000
33070,23/07/01 03:55:42,0.000
33071,23/07/01 04:00:42,0.000
33072,23/07/01 04:05:42,0.000
33073,23/07/01 04:10:42,0.000
33074,23/07/01 04:15:42,0.000
33075,23/07/01 04:20:42,0.000
33076,23/07/01 04:25:42,0.000
33077,23/07/01 04:30:42,0.000
33078,23/07/01 04:35:42,0.000
33079,23/07/01 04:40:42,0.000
33080,23/07/01 04:45:42,0.000
33081,23/07/01 04:50:42,0.000
33082,23/07/01 04:55:42,0.000
33083,23/07/01 05:00:42,0.000
33084,23/07/01 05:05:42,0.000
33085,23/07/01 05:10:42,0.000
33086,23/07/01 05:15:42,0.000
33087,23/07/01 05:20:42,0.000
33088,23/07/01 05:25:42,0.000
33089,23/07/01 05:30:42,0.000
33090,23/07/01 05:35:42,0.000
33091,23/07/01 05:40:42,0.000
33092,23/07/01 05:45:42,0.000
33093,23/07/01 05:50:42,0.000
33094,23/07/01 05:55:42,0.000
33095,23/07/01 06:00:42,0.000
33096,23/07/01 06:05:42,0.000
33097,23/07/01 06:10:42,0.000
33098,23/07/01 06:15:42,0.000
33099,23/07/01 06:20:42,0.000
33100,23/07/01 06:25:42,0.000
33101,23/07/01 06:30:42,0.000
33102,23/07/01 06:35:42,0.000
33103,23/07/01 06:40:42,0.000
33104,23/07/01 06:45:42,0.000
33105,23/07/01 06:50:42,0.000
33106,23/07/01 06:55:42,0.000
33107,23/07/01 07:00:42,0.000
33108,23/07/01 07:05:42,0.000
33109,23/07/01 07:10:42,0.000
33110,23/07/01 07:15:42,0.000
33111,23/07/01 07:20:42,0.000
33112,23/07/01 07:25:42,0.000
33113,23/07/01 07:30:42,0.000
33114,23/07/01 07:35:42,0.000
33115,23/07/01 07:40:42,0.000
33116,23/07/01 07:45:42,0.000
33117,23/07/01 07:50:42,0.000
33118,23/07/01 07:55:42,0.000
33119,23/07/01 08:00:42,0.000
33120,23/07/01 08:05:42,0.000
33121,23/07/01 08:10:42,0.000
33122,23/07/01 08:15:42,0.000
33123,23/07/01 08:20:42,0.000
33124,23/07/01 08:25:42,0.000
33125,23/07/01 08:30:42,0.000
33126,23/07/01 08:35:42,0.000
33127,23/07/01 08:40:42,0.000
33128,23/07/01 08:45:42,0.000
33129,23/07/01 08:50:42,0.000
33130,23/07/01 08:55:42,0.000
33131,23/07/01 09:00:42,0.000
33132,23/07/01 09:05:42,0.000
33133,23/07/01 09:10:42,0.000
33134,23/07/01 09:15:42,0.000
33135,23/07/01 09:20:42,0.000
33136,23/07/01 09:25:42,0.000
33137,23/07/01 09:30:42,0.000
33138,23/07/01 09:35:42,0.000
33139,23/07/01 09:40:42,0.000
33140,23/07/01 09:45:42,0.000
33141,23/07/01 09:50:42,0.000
33142,23/07/01 09:55:42,0.000
33143,23/07/01 10:00:42,0.000
33144,23/07/01 10:05:42,0.000
33145,23/07/01 10:10:42,0.000
33146,23/07/01 10:15:42,0.000
33147,23/07/01 10:20:42,0.000
33148,23/07/01 10:25:42,0.000
33149,23/07/01 10:30:42,0.000
33150,23/07/01 10:35:42,0.000
33151,23/07/01 10:40:42,0.000
33152,23/07/01 10:45:42,0.000
33153,23/07/01 10:50:42,0.000
33154,23/07/01 10:55:42,0.000
